leaf,path,gb_taxon_id,name,level,type,href,plink,pcount
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,511433,SARS coronavirus BJ182b,no rank,square,wwwtax.cgi?mode=Info&id=511433&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid511433[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,321149,SARS coronavirus BJ202,no rank,square,wwwtax.cgi?mode=Info&id=321149&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid321149[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,241183,SARS coronavirus BJ2232,no rank,square,wwwtax.cgi?mode=Info&id=241183&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid241183[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,252654,SARS coronavirus BJ302,no rank,square,wwwtax.cgi?mode=Info&id=252654&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid252654[Organism:exp],8
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305411,SARS coronavirus C013,no rank,square,wwwtax.cgi?mode=Info&id=305411&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305411[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305412,SARS coronavirus C014,no rank,square,wwwtax.cgi?mode=Info&id=305412&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305412[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305413,SARS coronavirus C017,no rank,square,wwwtax.cgi?mode=Info&id=305413&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305413[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305414,SARS coronavirus C018,no rank,square,wwwtax.cgi?mode=Info&id=305414&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305414[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305415,SARS coronavirus C019,no rank,square,wwwtax.cgi?mode=Info&id=305415&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305415[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305416,SARS coronavirus C025,no rank,square,wwwtax.cgi?mode=Info&id=305416&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305416[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305417,SARS coronavirus C028,no rank,square,wwwtax.cgi?mode=Info&id=305417&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305417[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,305418,SARS coronavirus C029,no rank,square,wwwtax.cgi?mode=Info&id=305418&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid305418[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,292360,SARS Coronavirus CDC#200301157,no rank,square,wwwtax.cgi?mode=Info&id=292360&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid292360[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285946,SARS coronavirus civet010,no rank,square,wwwtax.cgi?mode=Info&id=285946&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285946[Organism:exp],13
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285947,SARS coronavirus civet014,no rank,square,wwwtax.cgi?mode=Info&id=285947&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285947[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285948,SARS coronavirus civet019,no rank,square,wwwtax.cgi?mode=Info&id=285948&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285948[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285949,SARS coronavirus civet020,no rank,square,wwwtax.cgi?mode=Info&id=285949&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285949[Organism:exp],12
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,385683,SARS coronavirus CS21,no rank,square,wwwtax.cgi?mode=Info&id=385683&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid385683[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,385684,SARS coronavirus CS24,no rank,square,wwwtax.cgi?mode=Info&id=385684&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid385684[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,239241,SARS coronavirus CUHK-AG01,no rank,square,wwwtax.cgi?mode=Info&id=239241&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid239241[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,239242,SARS coronavirus CUHK-AG02,no rank,square,wwwtax.cgi?mode=Info&id=239242&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid239242[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,239243,SARS coronavirus CUHK-AG03,no rank,square,wwwtax.cgi?mode=Info&id=239243&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid239243[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,260550,SARS coronavirus CUHK-L2,no rank,square,wwwtax.cgi?mode=Info&id=260550&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid260550[Organism:exp],21
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,229206,SARS coronavirus CUHK-Su10,no rank,square,wwwtax.cgi?mode=Info&id=229206&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid229206[Organism:exp],4
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228415,SARS coronavirus CUHK-W1,no rank,square,wwwtax.cgi?mode=Info&id=228415&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid228415[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,265124,SARS coronavirus cw037,no rank,square,wwwtax.cgi?mode=Info&id=265124&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid265124[Organism:exp],3
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,264989,SARS coronavirus cw049,no rank,square,wwwtax.cgi?mode=Info&id=264989&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid264989[Organism:exp],3
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,385685,SARS coronavirus ES191,no rank,square,wwwtax.cgi?mode=Info&id=385685&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid385685[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,385686,SARS coronavirus ES260,no rank,square,wwwtax.cgi?mode=Info&id=385686&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid385686[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,242743,SARS coronavirus FRA,no rank,square,wwwtax.cgi?mode=Info&id=242743&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid242743[Organism:exp],16
False,0.2509481.694005.2509486.2509494.2509502.2509511.694009,229992,SARS coronavirus Frankfurt 1,no rank,circle,wwwtax.cgi?mode=Tree&id=229992&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid229992[Organism:exp],33
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009.229992,391355,SARS coronavirus Frankfurt1-v01,no rank,square,wwwtax.cgi?mode=Info&id=391355&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid391355[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,233044,SARS coronavirus GD01,no rank,square,wwwtax.cgi?mode=Info&id=233044&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid233044[Organism:exp],12
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,262338,SARS coronavirus GD03T0013,no rank,square,wwwtax.cgi?mode=Info&id=262338&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid262338[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,291613,SARS coronavirus GD322,no rank,square,wwwtax.cgi?mode=Info&id=291613&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid291613[Organism:exp],4
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,258445,SARS coronavirus GD69,no rank,square,wwwtax.cgi?mode=Info&id=258445&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,388737,SARS coronavirus GDH-BJH01,no rank,square,wwwtax.cgi?mode=Info&id=388737&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249062,SARS coronavirus GZ-A,no rank,square,wwwtax.cgi?mode=Info&id=249062&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249063,SARS coronavirus GZ-B,no rank,square,wwwtax.cgi?mode=Info&id=249063&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249064,SARS coronavirus GZ-C,no rank,square,wwwtax.cgi?mode=Info&id=249064&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249065,SARS coronavirus GZ-D,no rank,square,wwwtax.cgi?mode=Info&id=249065&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,256753,SARS coronavirus GZ02,no rank,square,wwwtax.cgi?mode=Info&id=256753&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid256753[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,281976,SARS coronavirus GZ0401,no rank,square,wwwtax.cgi?mode=Info&id=281976&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293933,SARS coronavirus GZ0402,no rank,square,wwwtax.cgi?mode=Info&id=293933&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293321,SARS coronavirus GZ0403,no rank,square,wwwtax.cgi?mode=Info&id=293321&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid293321[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231517,SARS coronavirus GZ43,no rank,square,wwwtax.cgi?mode=Info&id=231517&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231522,SARS coronavirus GZ50,no rank,square,wwwtax.cgi?mode=Info&id=231522&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231518,SARS coronavirus GZ60,no rank,square,wwwtax.cgi?mode=Info&id=231518&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,253634,SARS coronavirus HB,no rank,square,wwwtax.cgi?mode=Info&id=253634&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid253634[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,260069,SARS coronavirus HC/SZ/61/03,no rank,square,wwwtax.cgi?mode=Info&id=260069&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249066,SARS coronavirus HGZ8L1-A,no rank,square,wwwtax.cgi?mode=Info&id=249066&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249067,SARS coronavirus HGZ8L1-B,no rank,square,wwwtax.cgi?mode=Info&id=249067&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249078,SARS coronavirus HGZ8L2,no rank,square,wwwtax.cgi?mode=Info&id=249078&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,285267,SARS coronavirus HHS-2004,no rank,square,wwwtax.cgi?mode=Info&id=285267&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid285267[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231519,SARS coronavirus HKU-36871,no rank,square,wwwtax.cgi?mode=Info&id=231519&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,228404,SARS coronavirus HKU-39849,no rank,square,wwwtax.cgi?mode=Info&id=228404&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid228404[Organism:exp],73
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231520,SARS coronavirus HKU-65806,no rank,square,wwwtax.cgi?mode=Info&id=231520&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,231521,SARS coronavirus HKU-66078,no rank,square,wwwtax.cgi?mode=Info&id=231521&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,227998,SARS coronavirus Hong Kong/03/2003,no rank,square,wwwtax.cgi?mode=Info&id=227998&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid227998[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,243925,SARS coronavirus HPZ-2003,no rank,square,wwwtax.cgi?mode=Info&id=243925&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid243925[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235088,SARS coronavirus HSR 1,no rank,square,wwwtax.cgi?mode=Info&id=235088&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid235088[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249069,SARS coronavirus HSZ-A,no rank,square,wwwtax.cgi?mode=Info&id=249069&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249070,SARS coronavirus HSZ-Bb,no rank,square,wwwtax.cgi?mode=Info&id=249070&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249079,SARS coronavirus HSZ-Bc,no rank,square,wwwtax.cgi?mode=Info&id=249079&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249071,SARS coronavirus HSZ-Cb,no rank,square,wwwtax.cgi?mode=Info&id=249071&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249080,SARS coronavirus HSZ-Cc,no rank,square,wwwtax.cgi?mode=Info&id=249080&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249068,SARS coronavirus HSZ2-A,no rank,square,wwwtax.cgi?mode=Info&id=249068&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249089,SARS coronavirus HZS2-Bb,no rank,square,wwwtax.cgi?mode=Info&id=249089&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249077,SARS coronavirus HZS2-C,no rank,square,wwwtax.cgi?mode=Info&id=249077&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249074,SARS coronavirus HZS2-D,no rank,square,wwwtax.cgi?mode=Info&id=249074&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249075,SARS coronavirus HZS2-E,no rank,square,wwwtax.cgi?mode=Info&id=249075&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249072,SARS coronavirus HZS2-Fb,no rank,square,wwwtax.cgi?mode=Info&id=249072&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249076,SARS coronavirus HZS2-Fc,no rank,square,wwwtax.cgi?mode=Info&id=249076&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249073,SARS coronavirus JMD,no rank,square,wwwtax.cgi?mode=Info&id=249073&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249083,SARS coronavirus LC1,no rank,square,wwwtax.cgi?mode=Info&id=249083&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249084,SARS coronavirus LC2,no rank,square,wwwtax.cgi?mode=Info&id=249084&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249085,SARS coronavirus LC3,no rank,square,wwwtax.cgi?mode=Info&id=249085&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249086,SARS coronavirus LC4,no rank,square,wwwtax.cgi?mode=Info&id=249086&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,249087,SARS coronavirus LC5,no rank,square,wwwtax.cgi?mode=Info&id=249087&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,273522,SARS coronavirus LLJ-2004,no rank,square,wwwtax.cgi?mode=Info&id=273522&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid273522[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,260743,SARS coronavirus NS-1,no rank,square,wwwtax.cgi?mode=Info&id=260743&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid260743[Organism:exp],11
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,627442,SARS coronavirus P2,no rank,square,wwwtax.cgi?mode=Info&id=627442&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid627442[Organism:exp],15
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,296837,SARS coronavirus PC4-115,no rank,square,wwwtax.cgi?mode=Info&id=296837&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid296837[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293319,SARS coronavirus PC4-127,no rank,square,wwwtax.cgi?mode=Info&id=293319&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid293319[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293934,SARS coronavirus PC4-13,no rank,square,wwwtax.cgi?mode=Info&id=293934&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293935,SARS coronavirus PC4-136,no rank,square,wwwtax.cgi?mode=Info&id=293935&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,296838,SARS coronavirus PC4-137,no rank,square,wwwtax.cgi?mode=Info&id=296838&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid296838[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,296839,SARS coronavirus PC4-145,no rank,square,wwwtax.cgi?mode=Info&id=296839&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid296839[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,296840,SARS coronavirus PC4-199,no rank,square,wwwtax.cgi?mode=Info&id=296840&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid296840[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293320,SARS coronavirus PC4-205,no rank,square,wwwtax.cgi?mode=Info&id=293320&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid293320[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,293936,SARS coronavirus PC4-227,no rank,square,wwwtax.cgi?mode=Info&id=293936&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,296841,SARS coronavirus PC4-241,no rank,square,wwwtax.cgi?mode=Info&id=296841&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid296841[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,253433,SARS coronavirus PUMC01,no rank,square,wwwtax.cgi?mode=Info&id=253433&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid253433[Organism:exp],4
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,253434,SARS coronavirus PUMC02,no rank,square,wwwtax.cgi?mode=Info&id=253434&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid253434[Organism:exp],4
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,253435,SARS coronavirus PUMC03,no rank,square,wwwtax.cgi?mode=Info&id=253435&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid253435[Organism:exp],4
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,722424,SARS coronavirus Rs_672/2006,no rank,square,wwwtax.cgi?mode=Info&id=722424&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid722424[Organism:exp],15
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,264990,SARS coronavirus sf098,no rank,square,wwwtax.cgi?mode=Info&id=264990&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid264990[Organism:exp],5
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,264988,SARS coronavirus sf099,no rank,square,wwwtax.cgi?mode=Info&id=264988&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid264988[Organism:exp],1
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,258507,SARS coronavirus ShanghaiQXC1,no rank,square,wwwtax.cgi?mode=Info&id=258507&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid258507[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,258508,SARS coronavirus ShanghaiQXC2,no rank,square,wwwtax.cgi?mode=Info&id=258508&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid258508[Organism:exp],14
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235173,SARS coronavirus Shanhgai LY,no rank,square,wwwtax.cgi?mode=Info&id=235173&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid235173[Organism:exp],12
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,266147,SARS coronavirus Sin0409,no rank,square,wwwtax.cgi?mode=Info&id=266147&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235414,SARS coronavirus Sin2500,no rank,square,wwwtax.cgi?mode=Info&id=235414&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235413,SARS coronavirus Sin2677,no rank,square,wwwtax.cgi?mode=Info&id=235413&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235412,SARS coronavirus Sin2679,no rank,square,wwwtax.cgi?mode=Info&id=235412&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235411,SARS coronavirus Sin2748,no rank,square,wwwtax.cgi?mode=Info&id=235411&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,235410,SARS coronavirus Sin2774,no rank,square,wwwtax.cgi?mode=Info&id=235410&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,/protein/?term=txid235410[Organism:exp],2
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267385,SARS coronavirus Sin3408,no rank,square,wwwtax.cgi?mode=Info&id=267385&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267399,SARS coronavirus Sin3408L,no rank,square,wwwtax.cgi?mode=Info&id=267399&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267389,SARS coronavirus Sin3725V,no rank,square,wwwtax.cgi?mode=Info&id=267389&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267386,SARS coronavirus Sin3765V,no rank,square,wwwtax.cgi?mode=Info&id=267386&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267383,SARS coronavirus Sin842,no rank,square,wwwtax.cgi?mode=Info&id=267383&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267395,SARS coronavirus Sin845,no rank,square,wwwtax.cgi?mode=Info&id=267395&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267396,SARS coronavirus Sin846,no rank,square,wwwtax.cgi?mode=Info&id=267396&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267397,SARS coronavirus Sin847,no rank,square,wwwtax.cgi?mode=Info&id=267397&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267387,SARS coronavirus Sin848,no rank,square,wwwtax.cgi?mode=Info&id=267387&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
True,0.2509481.694005.2509486.2509494.2509502.2509511.694009,267388,SARS coronavirus Sin849,no rank,square,wwwtax.cgi?mode=Info&id=267388&lvl=10&p=protein&lin=f&keep=1&srchmode=1&unlock,,0
